gene,species,timepoint,expression
gene_61,species_1,t2,0.0
gene_61,species_1,t3,0.0
gene_61,species_2,t0,0.0
gene_61,species_2,t1,0.035358727576794334
gene_61,species_2,t2,0.0
gene_61,species_2,t3,1.2911852394267034
gene_61,species_3,t0,1.8717477535197435
gene_61,species_3,t1,3.5346427971631758
gene_61,species_3,t2,2.075214519253992
gene_61,species_3,t3,0.0
gene_62,species_1,t0,4.197205748818859
gene_62,species_1,t1,0.0
gene_62,species_1,t2,7.602844086252047
gene_62,species_1,t3,0.0
gene_62,species_2,t0,0.0
gene_62,species_2,t1,1.00889446344574
gene_62,species_2,t2,0.0
gene_62,species_2,t3,0.46612457680278
gene_62,species_3,t0,3.0640708497393963
gene_62,species_3,t1,6.29749524369085
gene_62,species_3,t2,4.524712139746773
gene_62,species_3,t3,1.0652542436337356
gene_63,species_1,t0,0.42998192522438494
gene_63,species_1,t1,0.0
gene_63,species_1,t2,1.5058495473885654
gene_63,species_1,t3,0.5268568765065166
gene_63,species_2,t0,0.0
gene_63,species_2,t1,0.2639723607956549
gene_63,species_2,t2,0.3084483838976299
gene_63,species_2,t3,0.4366809714354599
gene_63,species_3,t0,0.0
gene_63,species_3,t1,1.6378329791524264
gene_63,species_3,t2,0.0
gene_63,species_3,t3,0.2933544107359643
gene_64,species_1,t0,0.2553298069209337
gene_64,species_1,t1,0.22968121189158794
gene_64,species_1,t2,0.0
gene_64,species_1,t3,0.0
gene_64,species_2,t0,0.0
gene_64,species_2,t1,0.0
gene_64,species_2,t2,0.2656527968472729
gene_64,species_2,t3,0.03018605311335497
gene_64,species_3,t0,0.0
gene_64,species_3,t1,0.0
gene_64,species_3,t2,0.7680051126002881
gene_64,species_3,t3,0.39753370907055186
gene_65,species_1,t0,0.31355400731246214
gene_65,species_1,t1,0.6266660458040629
gene_65,species_1,t2,0.6602444028639892
gene_65,species_1,t3,0.0
gene_65,species_2,t0,0.09095626607687679
gene_65,species_2,t1,0.3898551228537264
gene_65,species_2,t2,0.5154860768128243
gene_65,species_2,t3,0.1175291561761703
gene_65,species_3,t0,0.0
gene_65,species_3,t1,0.8505919215144552
gene_65,species_3,t2,0.18182255233485853
gene_65,species_3,t3,0.0
gene_66,species_1,t0,0.4158628399968102
gene_66,species_1,t1,1.069887641544496
gene_66,species_1,t2,0.0
gene_66,species_1,t3,0.4857590712530103
gene_66,species_2,t0,0.0
gene_66,species_2,t1,2.898440821430208
gene_66,species_2,t2,3.1206273483753946
gene_66,species_2,t3,0.4802250002009878
gene_66,species_3,t0,0.7950508499675447
gene_66,species_3,t1,0.0
gene_66,species_3,t2,5.076658265122547
gene_66,species_3,t3,1.133408655912641
gene_67,species_1,t0,1.2677918982530125
gene_67,species_1,t1,0.0
gene_67,species_1,t2,1.873332900719367
gene_67,species_1,t3,0.3646874724542198
gene_67,species_2,t0,0.33262420235373563
gene_67,species_2,t1,0.0
gene_67,species_2,t2,0.0
gene_67,species_2,t3,0.0
gene_67,species_3,t0,0.873925980963693
gene_67,species_3,t1,1.0872289606599947
gene_67,species_3,t2,0.0
gene_67,species_3,t3,0.6822662223254459
gene_68,species_1,t0,0.0
gene_68,species_1,t1,1.9652457286212877
gene_68,species_1,t2,0.0
gene_68,species_1,t3,1.1599417416528022
gene_68,species_2,t0,0.47482783601228223
gene_68,species_2,t1,1.1062019638222462
gene_68,species_2,t2,2.6936183259368245
gene_68,species_2,t3,0.0
gene_68,species_3,t0,0.0
gene_68,species_3,t1,1.232956776257146
gene_68,species_3,t2,1.204882110144893
gene_68,species_3,t3,0.0
gene_69,species_1,t0,0.24666755424966313
gene_69,species_1,t1,0.3133900214446108
gene_69,species_1,t2,0.0
gene_69,species_1,t3,0.14900121645324022
gene_69,species_2,t0,0.0
gene_69,species_2,t1,0.0
gene_69,species_2,t2,0.24798347009778235
gene_69,species_2,t3,0.0
gene_69,species_3,t0,0.15045051130127446
gene_69,species_3,t1,0.23219345175525247
gene_69,species_3,t2,0.07072874797635025
gene_69,species_3,t3,0.3286902145323395
gene_70,species_1,t0,0.44259713179547955
gene_70,species_1,t1,1.2553476734525824
gene_70,species_1,t2,0.33822960707787714
gene_70,species_1,t3,0.044332838658911036
gene_70,species_2,t0,0.0
gene_70,species_2,t1,0.0
gene_70,species_2,t2,0.7560702075483187
gene_70,species_2,t3,0.04199658900052203
gene_70,species_3,t0,0.4404032118541642
gene_70,species_3,t1,0.0
gene_70,species_3,t2,0.0
gene_70,species_3,t3,0.0
gene_71,species_1,t0,0.5097237802406451
gene_71,species_1,t1,0.0
gene_71,species_1,t2,0.2651264174263371
gene_71,species_1,t3,0.0
gene_71,species_2,t0,0.27125785199905067
gene_71,species_2,t1,0.12078481379255485
gene_71,species_2,t2,0.257221912688052
gene_71,species_2,t3,0.14654240812374705
gene_71,species_3,t0,0.5030144448798013
gene_71,species_3,t1,0.24856640660974305
gene_71,species_3,t2,0.0
gene_71,species_3,t3,0.7811809186081901
gene_72,species_1,t0,2.3118613055088413
gene_72,species_1,t1,5.5029248292706745
gene_72,species_1,t2,0.0
gene_72,species_1,t3,0.8951578277397888
gene_72,species_2,t0,0.8271097448445073
gene_72,species_2,t1,0.4754537403748338
gene_72,species_2,t2,1.526186847431235
gene_72,species_2,t3,0.003785311323001271
gene_72,species_3,t0,0.0
gene_72,species_3,t1,1.6960946165805284
gene_72,species_3,t2,6.197713384044616
gene_72,species_3,t3,0.0
gene_73,species_1,t0,1.3648839405234872
gene_73,species_1,t1,0.0
gene_73,species_1,t2,1.5845628332121635
gene_73,species_1,t3,0.36761494306301024
gene_73,species_2,t0,0.33711531206572
gene_73,species_2,t1,0.0
gene_73,species_2,t2,1.0117352541549547
gene_73,species_2,t3,0.0
gene_73,species_3,t0,1.1884798910990235
gene_73,species_3,t1,0.0
gene_73,species_3,t2,3.3085340996023547
gene_73,species_3,t3,0.9982001035316346
gene_74,species_1,t0,0.7439270050713389
gene_74,species_1,t1,1.6692718861819096
gene_74,species_1,t2,0.0
gene_74,species_1,t3,0.7619588984187046
gene_74,species_2,t0,0.0
gene_74,species_2,t1,0.0
gene_74,species_2,t2,0.0
gene_74,species_2,t3,1.0291136406591943
gene_74,species_3,t0,0.8772293578765744
gene_74,species_3,t1,1.4378065637234865
gene_74,species_3,t2,0.510291265404061
gene_74,species_3,t3,0.2674665606019549
gene_75,species_1,t0,0.0
gene_75,species_1,t1,2.9169680518449312
gene_75,species_1,t2,2.2904228455194247
gene_75,species_1,t3,0.0
gene_75,species_2,t0,0.0
gene_75,species_2,t1,0.26274942332196755
gene_75,species_2,t2,0.39167122557711775
gene_75,species_2,t3,0.378580606855223
gene_75,species_3,t0,0.0
gene_75,species_3,t1,1.856636119742431
gene_75,species_3,t2,0.0
gene_75,species_3,t3,0.0
gene_76,species_1,t0,2.3130398202506766
gene_76,species_1,t1,0.0
gene_76,species_1,t2,4.980120724500293
gene_76,species_1,t3,1.4474505570700424
gene_76,species_2,t0,0.2867618254452921
gene_76,species_2,t1,1.3621237256464274
gene_76,species_2,t2,0.5320497369634579
gene_76,species_2,t3,0.5305138675027676
gene_76,species_3,t0,1.4874118134714254
gene_76,species_3,t1,0.0
gene_76,species_3,t2,0.0
gene_76,species_3,t3,0.23052523547520942
gene_77,species_1,t0,2.8925917731846313
gene_77,species_1,t1,4.370838875261292
gene_77,species_1,t2,5.202252170021474
gene_77,species_1,t3,1.318835268103783
gene_77,species_2,t0,0.0
gene_77,species_2,t1,1.5008448794294023
gene_77,species_2,t2,0.8050710754072458
gene_77,species_2,t3,0.0
gene_77,species_3,t0,1.5843084315305294
gene_77,species_3,t1,4.974642157340124
gene_77,species_3,t2,1.4242185049138323
gene_77,species_3,t3,0.0
gene_78,species_1,t0,0.2559319260617558
gene_78,species_1,t1,0.08597903284282335
gene_78,species_1,t2,0.0
gene_78,species_1,t3,0.24532250576530895
gene_78,species_2,t0,0.0
gene_78,species_2,t1,0.7293101738240165
gene_78,species_2,t2,0.0
gene_78,species_2,t3,0.3138977966509603
gene_78,species_3,t0,0.15185669185156286
gene_78,species_3,t1,1.1435953353154427
gene_78,species_3,t2,1.0245837445308523
gene_78,species_3,t3,0.0
gene_79,species_1,t0,1.9304092578496894
gene_79,species_1,t1,2.942296130783152
gene_79,species_1,t2,2.948140660541352
gene_79,species_1,t3,0.6795170989905401
gene_79,species_2,t0,0.45882631029444465
gene_79,species_2,t1,0.8275305405303794
gene_79,species_2,t2,0.4087781989381239
gene_79,species_2,t3,0.0
gene_79,species_3,t0,1.098589874015921
gene_79,species_3,t1,2.8379596563936844
gene_79,species_3,t2,1.966842249505006
gene_79,species_3,t3,0.6009686071672993
gene_80,species_1,t0,0.0
gene_80,species_1,t1,0.6332288849310255
gene_80,species_1,t2,0.6129546949769868
gene_80,species_1,t3,0.0
gene_80,species_2,t0,0.0
gene_80,species_2,t1,0.0
gene_80,species_2,t2,0.7748753704222168
gene_80,species_2,t3,0.35247266671350336
gene_80,species_3,t0,0.3167761357230078
gene_80,species_3,t1,0.5273554052108349
gene_80,species_3,t2,0.36676019269500837
gene_80,species_3,t3,0.25869474173756113
gene_81,species_1,t0,0.4663032022146689
gene_81,species_1,t1,0.5005524422783643
gene_81,species_1,t2,1.124867173032884
gene_81,species_1,t3,0.0
gene_81,species_2,t0,0.0
gene_81,species_2,t1,0.12924683768103779
gene_81,species_2,t2,0.0
gene_81,species_2,t3,0.0
gene_81,species_3,t0,0.2669292450297227
gene_81,species_3,t1,0.9607159781197835
gene_81,species_3,t2,0.0
gene_81,species_3,t3,0.0
gene_82,species_1,t0,0.0
gene_82,species_1,t1,0.0
gene_82,species_1,t2,1.25152773119233
gene_82,species_1,t3,0.07081524775652495
gene_82,species_2,t0,0.0
gene_82,species_2,t1,0.0
gene_82,species_2,t2,1.3008260353243135
gene_82,species_2,t3,0.48683646665114694
gene_82,species_3,t0,0.15580893311341792
gene_82,species_3,t1,1.7955052435210617
gene_82,species_3,t2,0.0
gene_82,species_3,t3,0.0
gene_83,species_1,t0,0.0
gene_83,species_1,t1,4.441819657247458
gene_83,species_1,t2,4.404793689649099
gene_83,species_1,t3,1.521920334925943
gene_83,species_2,t0,0.06034404309612562
gene_83,species_2,t1,0.7874632030769473
gene_83,species_2,t2,2.837783935413202
gene_83,species_2,t3,0.0
gene_83,species_3,t0,2.4213192092111195
gene_83,species_3,t1,2.951283410940911
gene_83,species_3,t2,3.1583675823564725
gene_83,species_3,t3,0.0
gene_84,species_1,t0,1.1654416025840304
gene_84,species_1,t1,2.2695559430669445
gene_84,species_1,t2,3.0976261472348643
gene_84,species_1,t3,1.3113877851897704
gene_84,species_2,t0,0.3409168367136009
gene_84,species_2,t1,0.07848845426974622
gene_84,species_2,t2,0.0
gene_84,species_2,t3,1.4885522442019137
gene_84,species_3,t0,0.0
gene_84,species_3,t1,2.740677587471736
gene_84,species_3,t2,0.0
gene_84,species_3,t3,0.6171796635483165
gene_85,species_1,t0,1.243999638773504
gene_85,species_1,t1,2.7895373965106027
gene_85,species_1,t2,1.457979619464499
gene_85,species_1,t3,0.0
gene_85,species_2,t0,0.805999110858667
gene_85,species_2,t1,0.26283163839121026
gene_85,species_2,t2,0.3414509221418721
gene_85,species_2,t3,1.0441887755770012
gene_85,species_3,t0,0.0
gene_85,species_3,t1,0.5501863182584844
gene_85,species_3,t2,0.0
gene_85,species_3,t3,1.4433716734610436
gene_86,species_1,t0,0.0
gene_86,species_1,t1,0.0
gene_86,species_1,t2,0.4469942713853479
gene_86,species_1,t3,0.1598576327829537
gene_86,species_2,t0,0.24128175742715907
gene_86,species_2,t1,0.11078169055735784
gene_86,species_2,t2,0.5593492880080372
gene_86,species_2,t3,0.5463607152681323
gene_86,species_3,t0,0.0
gene_86,species_3,t1,0.0
gene_86,species_3,t2,0.0
gene_86,species_3,t3,0.2678635291292223
gene_87,species_1,t0,0.3295084567656788
gene_87,species_1,t1,0.5299898848398217
gene_87,species_1,t2,0.8661704218759685
gene_87,species_1,t3,0.566116026260843
gene_87,species_2,t0,0.8436178016354948
gene_87,species_2,t1,0.9156588359682432
gene_87,species_2,t2,0.0
gene_87,species_2,t3,0.0
gene_87,species_3,t0,0.5041679133313095
gene_87,species_3,t1,0.5258916114083323
gene_87,species_3,t2,0.0
gene_87,species_3,t3,1.3958994885197327
gene_88,species_1,t0,1.0592576726537164
gene_88,species_1,t1,1.7121607737923914
gene_88,species_1,t2,1.8120172960720313
gene_88,species_1,t3,0.4011665373695573
gene_88,species_2,t0,0.13075717184356755
gene_88,species_2,t1,0.09758195121987534
gene_88,species_2,t2,0.31974166608291255
gene_88,species_2,t3,0.0453061033802274
gene_88,species_3,t0,0.7505061446302269
gene_88,species_3,t1,0.0
gene_88,species_3,t2,0.9223619932549298
gene_88,species_3,t3,0.17226088565280778
gene_89,species_1,t0,0.9554134077932823
gene_89,species_1,t1,1.5719950485735241
gene_89,species_1,t2,2.1679447915407852
gene_89,species_1,t3,0.39231775516521883
gene_89,species_2,t0,0.0
gene_89,species_2,t1,0.0
gene_89,species_2,t2,0.0
gene_89,species_2,t3,0.3990163093052306
gene_89,species_3,t0,0.7063459642147116
gene_89,species_3,t1,2.4193516459671267
gene_89,species_3,t2,0.042680993866341874
gene_89,species_3,t3,0.20316150628228036
gene_90,species_1,t0,0.707599836563837
gene_90,species_1,t1,1.072459949802538
gene_90,species_1,t2,0.0
gene_90,species_1,t3,0.5658917397979976
gene_90,species_2,t0,0.3746481488115946
gene_90,species_2,t1,0.13715298668422415
gene_90,species_2,t2,0.898517705513562
gene_90,species_2,t3,0.0
gene_90,species_3,t0,0.6298086005566652
gene_90,species_3,t1,1.4914256701367494
gene_90,species_3,t2,0.02519969976017189
gene_90,species_3,t3,0.38073805785127746
gene_91,species_1,t0,2.337520153738062
gene_91,species_1,t1,4.9742133380868685
gene_91,species_1,t2,3.0993474008910176
gene_91,species_1,t3,0.0
gene_91,species_2,t0,0.0
gene_91,species_2,t1,0.0
gene_91,species_2,t2,0.6527661524125064
gene_91,species_2,t3,0.0
gene_91,species_3,t0,0.0
gene_91,species_3,t1,1.2250972284717676
gene_91,species_3,t2,0.0
gene_91,species_3,t3,0.0
gene_92,species_1,t0,1.1264471544251276
gene_92,species_1,t1,1.4879616617807
gene_92,species_1,t2,2.4366008887435364
gene_92,species_1,t3,0.9618816592911362
gene_92,species_2,t0,0.5073647993768932
gene_92,species_2,t1,0.39659517063569794
gene_92,species_2,t2,0.6455364461291045
gene_92,species_2,t3,0.0
gene_92,species_3,t0,0.8447522116558966
gene_92,species_3,t1,2.4613943271096574
gene_92,species_3,t2,0.1261262976525151
gene_92,species_3,t3,0.0
gene_93,species_1,t0,1.2864798533285882
gene_93,species_1,t1,0.0
gene_93,species_1,t2,2.1645828147885804
gene_93,species_1,t3,0.0
gene_93,species_2,t0,0.0
gene_93,species_2,t1,1.3365620941735779
gene_93,species_2,t2,2.7194632611605125
gene_93,species_2,t3,1.2222975260315083
gene_93,species_3,t0,1.6164026201172925
gene_93,species_3,t1,0.5893660406145036
gene_93,species_3,t2,3.10541474496854
gene_93,species_3,t3,0.0
gene_94,species_1,t0,1.9242010856001253
gene_94,species_1,t1,3.1949944830210115
gene_94,species_1,t2,4.192231272117775
gene_94,species_1,t3,1.1258537163824642
gene_94,species_2,t0,0.0
gene_94,species_2,t1,0.0
gene_94,species_2,t2,0.7350173523846933
gene_94,species_2,t3,0.0
gene_94,species_3,t0,1.6197619758565296
gene_94,species_3,t1,3.8443686020614924
gene_94,species_3,t2,0.7789884621957173
gene_94,species_3,t3,0.012841463543145637
gene_95,species_1,t0,0.5703569800080533
gene_95,species_1,t1,0.0
gene_95,species_1,t2,0.0
gene_95,species_1,t3,0.4892109628186097
gene_95,species_2,t0,0.0
gene_95,species_2,t1,1.1912785213541635
gene_95,species_2,t2,1.1116106725141215
gene_95,species_2,t3,0.0
gene_95,species_3,t0,0.0
gene_95,species_3,t1,2.835157477533378
gene_95,species_3,t2,2.031937423833744
gene_95,species_3,t3,0.5103232448261025
gene_96,species_1,t0,0.0
gene_96,species_1,t1,0.0
gene_96,species_1,t2,0.0
gene_96,species_1,t3,0.0
gene_96,species_2,t0,0.8948152550962578
gene_96,species_2,t1,0.0
gene_96,species_2,t2,0.0
gene_96,species_2,t3,0.9586560117611196
gene_96,species_3,t0,0.0
gene_96,species_3,t1,1.6231869795288179
gene_96,species_3,t2,0.0
gene_96,species_3,t3,1.6997702710150806
gene_97,species_1,t0,1.7422868789943604
gene_97,species_1,t1,0.0
gene_97,species_1,t2,3.617638662384237
gene_97,species_1,t3,0.9216981060449194
gene_97,species_2,t0,0.0
gene_97,species_2,t1,0.0
gene_97,species_2,t2,0.0
gene_97,species_2,t3,0.0
gene_97,species_3,t0,0.785169755635701
gene_97,species_3,t1,4.055222219165122
gene_97,species_3,t2,0.0
gene_97,species_3,t3,0.0
gene_98,species_1,t0,0.0
gene_98,species_1,t1,3.0997254822165834
gene_98,species_1,t2,0.0
gene_98,species_1,t3,0.0
gene_98,species_2,t0,0.0
gene_98,species_2,t1,0.0
gene_98,species_2,t2,0.0
gene_98,species_2,t3,0.30524292524665797
gene_98,species_3,t0,0.0
gene_98,species_3,t1,0.925824471227768
gene_98,species_3,t2,3.2788915055227
gene_98,species_3,t3,1.2154412046359875
gene_99,species_1,t0,2.7447467498553126
gene_99,species_1,t1,6.542222183830355
gene_99,species_1,t2,4.4732626981927
gene_99,species_1,t3,1.2914596707141035
gene_99,species_2,t0,0.545092436822685
gene_99,species_2,t1,1.1149365091653862
gene_99,species_2,t2,3.447969361338577
gene_99,species_2,t3,1.2461137869432797
gene_99,species_3,t0,0.0
gene_99,species_3,t1,2.1078636573951806
gene_99,species_3,t2,6.557544423343016
gene_99,species_3,t3,0.0
gene_100,species_1,t0,0.0
gene_100,species_1,t1,2.307504549611271
gene_100,species_1,t2,2.5947048691853105
gene_100,species_1,t3,0.4871671465518377
gene_100,species_2,t0,0.0
gene_100,species_2,t1,0.0
gene_100,species_2,t2,0.048849788348894724
gene_100,species_2,t3,0.0
gene_100,species_3,t0,0.0
gene_100,species_3,t1,2.2531425666922447
gene_100,species_3,t2,0.0
gene_100,species_3,t3,0.15551498852833018
gene_101,species_1,t0,0.9906405764161617
gene_101,species_1,t1,2.331506617890143
gene_101,species_1,t2,1.7140195181321594
gene_101,species_1,t3,0.5425250154676893
gene_101,species_2,t0,0.015337767401081712
gene_101,species_2,t1,0.825597172885715
gene_101,species_2,t2,1.6379832051843766
gene_101,species_2,t3,0.9358825017715959
gene_101,species_3,t0,0.0
gene_101,species_3,t1,0.0
gene_101,species_3,t2,2.202705313802666
gene_101,species_3,t3,0.3593138332070381
gene_102,species_1,t0,2.257181892614025
gene_102,species_1,t1,3.699180220431088
gene_102,species_1,t2,0.0
gene_102,species_1,t3,1.1354830743080946
gene_102,species_2,t0,0.1983457888305002
gene_102,species_2,t1,1.0883137482550527
gene_102,species_2,t2,0.37775417616272494
gene_102,species_2,t3,0.07604102321469434
gene_102,species_3,t0,1.2212835726560942
gene_102,species_3,t1,0.0
gene_102,species_3,t2,1.8205354467590267
gene_102,species_3,t3,0.0
gene_103,species_1,t0,0.5480664170723638
gene_103,species_1,t1,0.0
gene_103,species_1,t2,0.7492291799424613
gene_103,species_1,t3,0.0
gene_103,species_2,t0,0.07063465023504858
gene_103,species_2,t1,0.721758306016826
gene_103,species_2,t2,1.409830671109042
gene_103,species_2,t3,0.8872517963732395
gene_103,species_3,t0,0.0
gene_103,species_3,t1,0.05118435459326438
gene_103,species_3,t2,1.555293549938182
gene_103,species_3,t3,0.0
gene_104,species_1,t0,0.9912938163705667
gene_104,species_1,t1,0.0
gene_104,species_1,t2,1.9829180235692625
gene_104,species_1,t3,0.8190961864854036
gene_104,species_2,t0,0.08166773884004615
gene_104,species_2,t1,0.0
gene_104,species_2,t2,1.3340067220972527
gene_104,species_2,t3,1.0300398325242863
gene_104,species_3,t0,0.993355124778204
gene_104,species_3,t1,1.665358918365465
gene_104,species_3,t2,0.0
gene_104,species_3,t3,0.0
gene_105,species_1,t0,0.0
gene_105,species_1,t1,4.327262533643119
gene_105,species_1,t2,3.501104122502318
gene_105,species_1,t3,1.0639340856590642
gene_105,species_2,t0,0.0
gene_105,species_2,t1,0.0
gene_105,species_2,t2,2.2360213129160527
gene_105,species_2,t3,0.9248057593833356
gene_105,species_3,t0,2.1348172102085137
gene_105,species_3,t1,2.0948453119384203
gene_105,species_3,t2,0.0
gene_105,species_3,t3,0.9177632490786546
gene_106,species_1,t0,0.0
gene_106,species_1,t1,2.048442693527144
gene_106,species_1,t2,1.9324614262931092
gene_106,species_1,t3,0.48503766591229136
gene_106,species_2,t0,0.20491435596536106
gene_106,species_2,t1,0.3195682368357248
gene_106,species_2,t2,0.31557787878559596
gene_106,species_2,t3,0.19159510848159503
gene_106,species_3,t0,0.7739132675360197
gene_106,species_3,t1,1.6907309579252976
gene_106,species_3,t2,1.0656730982653206
gene_106,species_3,t3,0.27427822649559713
gene_107,species_1,t0,0.0
gene_107,species_1,t1,2.4298558726402004
gene_107,species_1,t2,2.1661482311065003
gene_107,species_1,t3,0.5205743285517657
